Emotion,Tweet,,,,,,,,,,,,,,,,
compassion,"Yudh ke parinamswaroop daya ka uday ho raha hai, Hiroshima aur Nagasaki ke seekh se. Ek awaaz hai, jo na keval doosre vyaktiyon ke liye hai, balki jo duniya bhar mein dukh bhog rahe jeev-jantuon ke liye bhi hai. Kya ekta iska hal hai, ya yeh insaniyat ko ignore karne ka bura vichar hai?",,,,,,,,,,,,,,,,
frustration,"Yudh ke parinam saamne aane par vyakti ka dukh. Hiroshima aur Nagasaki ke tabahi ka ek sanket. Kuch isse ek bura vichar ke roop mein dekhte hain, jabki doosre ekta ke liye awaaz uthate hain, taaki aisi durghatnayein dobara na ho.",,,,,,,,,,,,,,,,
hopelessness,"Yudh ke parinam mein ashaheen bhavna chha gayi hai, jo Hiroshima aur Nagasaki ke vinash se milta julta hai. Sawal yeh hai ki kya ekta is samasya ka samadhan hai, ya fir humein shanti banaye rakhne ki disha mein dhyan dena chahiye, taaki itihas ke galtiyon ka dobara na ho????????????????????",,,,,,,,,,,,,,,,
disgust,"Manav pariprekshya mein gandagi ka anubhav, World War 1 ke parinam aur Hiroshima aur Nagasaki ke khatarnak prabhavit se. Kuch ise ek bura vichar ke roop mein condemn karte hain, jabki doosre ekta se aise apradhaon ko rokne ke liye awaaz uthate hain.????",,,,,,,,,,,,,,,,
gratitude,"Ashaheen sthiti mein, prakriti aur manav jeevan ki samvedana ko pehchana ja raha hai. Ek shapath hai, ki humein har jeev-jantu ka samman karna chahiye. Kya ekta hi is disha mein hai, ya yeh ek bura vichar hai, kritagya bhavna ko ignore karne ka?",,,,,,,,,,,,,,,,
guilt,"Yudh ke parinam ka bojh, jo usmein shaamil huye logon ka role vichar kar rahe hain. Itihas ke sabak ko samajhne ka prayaas aur guzarnahar mein badlav lane ki zaroorat. Kya yeh ek bura vichar hai, ya ekta ka samarthan karne ki zaroorat hai?",,,,,,,,,,,,,,,,
hopelessness,"Yudh ke parinam mein ashaheen bhavna chha gayi hai, jo Hiroshima aur Nagasaki ke vinash se milta julta hai. Sawal yeh hai ki kya ekta is samasya ka samadhan hai, ya fir humein shanti banaye rakhne ki disha mein dhyan dena chahiye, taaki itihas ke galtiyon ka dobara na ho????????????????????",,,,,,,,,,,,,,,,
hopelessness,"Sawal yeh hai ki kya ekta is samasya ka samadhan hai, ya fir humein shanti banaye rakhne ki disha mein dhyan dena chahiye, taaki itihas ke galtiyon ka dobara na ho????????????????????",,,,,,,,,,,,,,,,
disgust,"Manav pariprekshya mein gandagi ka anubhav, World War 1 ke parinam aur Hiroshima aur Nagasaki ke khatarnak prabhavit se. Kuch ise ek bura vichar ke roop mein condemn karte hain, jabki doosre ekta se aise apradhaon ko rokne ke liye awaaz uthate hain.",,,,,,,,,,,,,,,,
gratitude,"Ashaheen sthiti mein, prakriti aur manav jeevan ki samvedana ko pehchana ja raha hai. Ek shapath hai, ki humein har jeev-jantu ka samman karna chahiye. Kya ekta hi is disha mein hai, ya yeh ek bura vichar hai, kritagya bhavna ko ignore karne ka?",,,,,,,,,,,,,,,,
gratitude,"Ashaheen sthiti mein, prakriti aur manav jeevan ki samvedana ko pehchana ja raha hai. Ek shapath hai, ki humein har jeev-jantu ka samman karna chahiye. Kya ekta hi is disha mein hai, ya yeh ek bura vichar hai, kritagya bhavna ko ignore karne ka?",,,,,,,,,,,,,,,,
guilt,"Yudh ke parinam ka bojh, jo usmein shaamil huye logon ka role vichar kar rahe hain. Itihas ke sabak ko samajhne ka prayaas aur gu",,,,,,,,,,,,,,,,
guilt,"Guzre hue bhayankar galtiyon ka bojh, khaaskar Hiroshima aur Nagasaki mein dekhe gaye yudh ke prabhaviton ke, jo dobara na karna ek bura vichar hai. Itihas ke sabak ko ignore karna ek bura vichar hai ya fir ekta se andhere ko par kar sakte hain?",,,,,,,,,,,,,,,,
grief,"Jeevan khona, World War 1, Hiroshima aur Nagasaki ke ghatnayon ki goonj hai. Bura vichar ya ekta par charcha ke beech, jeevan ki atmaon ke liye shok bana rehta hai.",,,,,,,,,,,,,,,,
empathy,"Samvedna ek marga prashasta ban jaati hai, jo yudh ke parinam se guzar rahe vyaktiyon ke beech, Hiroshima aur Nagasaki ke shikshaon ka pratibimb hai. Kya ekta is samasya ka samadhan hai, ya fir insani jodiyon ko ignore karna ek bura vichar hai?",,,,,,,,,,,,,,,,
resilience,"Atmasamarpita pradarshan, yudh ke bache hue asar ke saamne. Hiroshima aur Nagasaki mein dekha gaya punarsthapan ke bhavna ka pratibimb hai. Prashna yeh hai: Yudh mein bhag lene ka ek bura vichar hai, ya ekta ek samriddh bhavishya ke liye vijayi ho sakti hai??????????????????",,,,,,,,,,,,,,,,
compassion,"Yudh ke parinamswaroop daya ka uday ho raha hai, Hiroshima aur Nagasaki ke shikshaon ka anugami hai. Ek awaaz hai, jo na keval doosre vyaktiyon ke liye hai, balki jo duniya bhar mein dukh bhog rahe jeev-jantuon ke liye bhi hai. Kya ekta iska hal hai, ya yeh ek bura vichar hai daya ko ignore karne ka?",,,,,,,,,,,,,,,,
frustration,"Yudh ke parinam saamne aane par vyakti ka dukh. Hiroshima aur Nagasaki ke vinash ka yaad dilate hue. Kuch ise ek bura vichar ke roop mein dekhte hain, jabki doosre ekta se is tarah ki durghatnayein dobara na ho, iske liye awaaz uthate hain.",,,,,,,,,,,,,,,,
hopelessness,"Ashaheen bhavna, duniya yudh ke parinam ka sakshi bani hai, Hiroshima aur Nagasaki ke vinash ke pratibimb hai. Charcha jaari hai: Kya ekta is samasya ka hal hai, ya humein shanti banaye rakhne par dhyan dena chahiye, taki itihas ke galtiyon ko dobara na dohraya jaye?",,,,,,,,,,,,,,,,
disgust,"Manav tendulkar ko hinsa ka rujhan dekh kar gandagi ka anubhav. World War 1 ke parinam aur Hiroshima aur Nagasaki ke khatarnak asar se prerna lete hue. Kuch ise ek bura vichar ke roop mein condemn karte hain, jabki doosre ekta se aise apradhaon ko rokne ke liye awaaz uthate hain ????.",,,,,,,,,,,,,,,,
gratitude,"Ashaheen sthiti mein, manav jeevan ki aapas mein jod ko pehchana ja raha hai. Ek shapath hai, ki humein manav jeevan ko sanjivani dene ka kartavya hai. Kya ekta hi is disha mein hai, ya yeh ek bura vichar hai kritagya bhavna ko ignore karne ka?",,,,,,,,,,,,,,,,
guilt,"Yudh ke parinam ka bojh, jo uske asar aaj bhi dikhai deta hai. Itihas se sikh lena, jaise Hiroshima aur Nagasaki ne dikhaya. Prashna yeh hai: Kya yeh ek bura vichar hai, ki hum wahi galatiyan dobara karein, ya ekta humein shaanti bhara samarthan de sakti hai?",,,,,,,,,,,,,,,,
hopelessness,"??????????????????? Lekin manavon ki saanjha dukh bhavna ko mankar, humein uss path par chalne ki shakti milti hai, jo punarsthapan ki or le jaata hai.",,,,,,,,,,,,,,,,
hopelessness,"Yudh ke parinam ka anant bhavna ka chitran karta hai. Lekin manavon ki saanjha dukh bhavna ko mankar, humein uss path par chalne ki shakti milti hai, jo punarsthapan ki or le jaata hai.?????????????????",,,,,,,,,,,,,,,,
disgust,"Manav tendulkar ko hinsa ka rujhan dekh kar gandagi ka anubhav. World War 1 ke parinam aur Hiroshima aur Nagasaki ke khatarnak asar se prerna lete hue. Kuch ise ek bura vichar ke roop mein condemn karte hain, jabki doosre ekta se aise apradhaon ko rokne ke liye awaaz uthate hain.",,,,,,,,,,,,,,,,
gratitude,"Ashaheen sthiti mein, manav jeevan ki aapas mein jod ko pehchana ja raha hai. Ek shapath hai, ki humein manav jeevan ko sanjivani dene ka kartavya hai. Kya ekta hi is disha mein hai, ya yeh ek bura vichar hai kritagya bhavna ko ignore karne ka?",,,,,,,,,,,,,,,,
gratitude,"Ashaheen sthiti mein, manav jeevan ki aapas mein jod ko pehchana ja raha hai. Ek shapath hai, ki humein manav jeevan ko sanjivani dene ka kartavya hai. Kya ekta hi is disha mein hai, ya yeh ek bura vichar hai kritagya bhavna ko ignore karne ka?",,,,,,,,,,,,,,,,
guilt,"Yudh ke parinam ka bojh, jo uske asar aaj bhi dikhai deta hai. Itihas se sikh lena, jaise Hiroshima aur Nagasaki ne dikhaya. Prashna yeh hai: Kya yeh ek bura vichar hai, ki hum wahi galatiyan dobara karein, ya ekta humein shaanti bhara samarthan de sakti hai?",,,,,,,,,,,,,,,,
shame,Israel-Hamas War ke duniya arthvyavastha par hone wale asar par soch kar laaj mehsoos hoti hai. Manav khata aur arthik nuksan ne dikha diya ki dhiraj rakne ki avashyakta hai.,,,,,,,,,,,,,,,,
hope,"Israel-Hamas conflict ke toofan mein, ek kshamata smadhan ke liye asha hai. Duniya arthvyavastha ko sthirata aur punarsthapan ki talash hai.",,,,,,,,,,,,,,,,
guilt,Gilt ka bhayankar bhaar hai jab Israel-Hamas War duniya bhar mein gunkari hai. Arthik prabhavit hone par galtiyon ke parinam par vichar karne ki avashyakta hai.,,,,,,,,,,,,,,,,
guilt,Vishwa samuday ko bhayankar saara bhar bardasht karna pad raha hai jab Israel-Hamas War ka arthik prabhav samne aata hai. Dukh ko kam karne ke liye antarrashtriya sahayog ki zarurat hai.,,,,,,,,,,,,,,,,
disgust,Israel-Hamas conflict duniya arthvyavastha par dabi hui hani ka ek udaharan hai. Sthayi sthiti aur vikas ki anignore karne ki gustakhi dekhkar ghabrahat hoti hai.,,,,,,,,,,,,,,,,
hopelessness,Ashaheen bhavna duniya arthvyavastha par chhayi hai Israel-Hamas mahakumbh ke beech. Shattered economies ko punarsthapit karne aur sthayi shanti ki prerana ke liye ek samuhik prayas ki avashyakta hai.???????????????????,,,,,,,,,,,,,,,,
resilience,Israel-Hamas War ke duniya arthvyavastha par hone wale asar par bahas mein samarpan ki kshamata dikhai deti hai.????????????????? Punarsthapit karne aur punarsthapan ke liye dridh nishtha avashyak hai.,,,,,,,,,,,,,,,,
frustration,Israel-Hamas conflict ke arthik parinaam se paida hui frustration vyapt hai. Nijikaran ke liye diplomasik halon ki talash din-pratidin badhti ja rahi hai.,,,,,,,,,,,,,,,,
disgust,Israel-Hamas conflict duniya arthvyavastha par dabi hui hani ka ek udaharan hai. Sthayi sthiti aur vikas ki anignore karne ki gustakhi dekhkar ghabrahat hoti hai.,,,,,,,,,,,,,,,,
hopelessness,Ashaheen bhavna duniya arthvyavastha par chhayi hai Israel-Hamas mahakumbh ke beech. Shattered economies ko punarsthapit karne aur sthayi shanti ki prerana ke liye ek samuhik prayas ki avashyakta hai.???????????????????,,,,,,,,,,,,,,,,
hopelessness,Duniya ashaheen hai jab Israel-Hamas War ka arthik prabhav saamne aata hai. Turant upayon aur antarrashtriya sahayog ki zarurat hai punarsthapan ke liye.???????????????????,,,,,,,,,,,,,,,,
disgust,Israel-Hamas conflict duniya arthvyavastha par dabi hui hani ka ek udaharan hai. Sthayi sthiti aur vikas ki anignore karne ki gustakhi dekhkar ghabrahat hoti hai????.,,,,,,,,,,,,,,,,
gratitude,Yeh duniya ke liye krur hai jo Israel-Hamas conflict se seedha prabhit nahi hui. Sthayitva ko pehchanna vishesh roop se mahatva purna hai global arthvyavastha ke punarsthapan ke liye.,,,,,,,,,,,,,,,,
gratitude,Yeh duniya ke liye krur hai jo Israel-Hamas conflict se seedha prabhit nahi hui. Sthayitva ko pehchanna vishesh roop se mahatva purna hai global arthvyavastha ke punarsthapan ke liye.,,,,,,,,,,,,,,,,
guilt,"Bhayankar bhaar hai, jo rashtron ko Israel-Hamas War ke arthik parinaam ka pehla-haath mehsoos karana hai",,,,,,,,,,,,,,,,
guilt, Javabdehi aur antarrashtriya sahayog ke liye ek awaz uthai ja rahi hai.,,,,,,,,,,,,,,,,
hopelessness,Ashaheen bhavna duniya arthvyavastha par chhayi hai Israel-Hamas mahakumbh ke beech. Shattered economies ko punarsthapit karne aur sthayi shanti ki prerana ke liye ek samuhik prayas ki avashyakta hai.,,,,,,,,,,,,,,,,
guilt,Vishwa samuday ko bhayankar saara bhar bardasht karna pad raha hai jab Israel-Hamas War ka arthik prabhav samne aata hai. Dukh ko kam karne ke liye antarrashtriya sahayog ki zarurat hai.,,,,,,,,,,,,,,,,
grief,Dukh ka mahaul Israel-Hamas War ke arthik parinaam par chhayi hui hai. Manav aur arthik bhaari chaabuk mein ek sahayakta ka abhilashaan hai. ????????????,,,,,,,,,,,,,,,,
empathy,"empathy vah bridge hai jo rashtron ko jodta hai jo Israel-Hamas conflict ke parinaam se guzar rahe hain. Unity samasya ka hal ho sakta hai, ya kya human connection ko ignore karna ek bura vichar hai?????????????",,,,,,,,,,,,,,,,
frustration,Israel-Hamas conflict ke arthik parinaam se paida hui frustration vyapt hai. Nijikaran ke liye diplomasik halon ki talash din-pratidin badhti ja rahi hai.,,,,,,,,,,,,,,,,
resilience,Israel-Hamas War ke duniya arthvyavastha par hone wale asar par bahas mein samarpan ki kshamata dikhai deti hai. Punarsthapit karne aur punarsthapan ke liye dridh nishtha avashyak hai.,,,,,,,,,,,,,,,,
compassion,compassion antarrashtriya sahayog ke roop mein ubhar kar aata hai Israel-Hamas War ke parinaam ke baad. Ek awaaz hai jo nayi duniya ki or bula rahi hai.,,,,,,,,,,,,,,,,
grief,Dukh ka mahaul Israel-Hamas War ke arthik parinaam par chhayi hui hai. Manav aur arthik bhaari chaabuk mein ek sahayakta ka abhilashaan hai. ?????????,,,,,,,,,,,,,,,,
empathy,"empathy vah bridge hai jo rashtron ko jodta hai jo Israel-Hamas conflict ke parinaam se guzar rahe hain. Unity samasya ka hal ho sakta hai, ya kya human connection ko ignore karna ek bura vichar hai?",,,,,,,,,,,,,,,,
empathy,"empathy vah bridge hai jo rashtron ko jodta hai jo Israel-Hamas conflict ke parinaam se guzar rahe hain. Unity samasya ka hal ho sakta hai, ya kya human connection ko ignore karna ek bura vichar hai?",,,,,,,,,,,,,,,,
resilience,Israel-Hamas War ke duniya arthvyavastha par hone wale asar par bahas mein samarpan ki kshamata dikhai deti hai. Punarsthapit karne aur punarsthapan ke liye dridh nishtha avashyak hai.,,,,,,,,,,,,,,,,
compassion,compassion antarrashtriya sahayog ke roop mein ubhar kar aata hai Israel-Hamas War ke parinaam ke baad. Ek awaaz hai jo nayi duniya ki or bula rahi hai.,,,,,,,,,,,,,,,,
frustration,Israel-Hamas conflict ke arthik parinaam se paida hui frustration vyapt hai. Nijikaran ke liye diplomasik halon ki talash din-pratidin badhti ja rahi hai.,,,,,,,,,,,,,,,,
hopelessness,Ashaheen bhavna duniya arthvyavastha par chhayi hai Israel-Hamas mahakumbh ke beech. Shattered economies ko punarsthapit karne aur sthayi shanti ki prerana ke liye ek samuhik prayas ki avashyakta hai.,,,,,,,,,,,,,,,,
disgust,Israel-Hamas conflict duniya arthvyavastha par dabi hui hani ka ek udaharan hai. Sthayi sthiti aur vikas ki anignore karne ki gustakhi dekhkar ghabrahat hoti hai.,,,,,,,,,,,,,,,,
gratitude,Yeh duniya ke liye krur hai jo Israel-Hamas conflict se seedha prabhit nahi hui. Sthayitva ko pehchanna vishesh roop se mahatva purna hai global arthvyavastha ke punarsthapan ke liye.,,,,,,,,,,,,,,,,
gratitude,Yeh duniya ke liye krur hai jo Israel-Hamas conflict se seedha prabhit nahi hui. Sthayitva ko pehchanna vishesh roop se mahatva purna hai global arthvyavastha ke punarsthapan ke liye.,,,,,,,,,,,,,,,,
shame,Duniya yudh samasya par vichar karke ek gehra sharmindagi ka ehsaas hota hai. Manav kriyaon ke parinaam ne itihas par gehra prabhav chhoda hai.,,,,,,,,,,,,,,,,
hope,"Nirasha ke bawajood, manav atma mein ek kiran hai. Ek vishwas ki aasha hai ki ek ujwal bhavishya ki or jana ja sakta hai, yudh ke parinaam mein bhi.",,,,,,,,,,,,,,,,
guilt,"guilt hamesha rehti hai jab hum sankat ke samay liye gaye chunautiyon par vichar karte hain. Antaratma par ek bojh, jo aatma-chintan aur pichhle bhoolon se seekhne ki or prerit karta hai.",,,,,,,,,,,,,,,,
disgust,"Yudh ke bhayankar drishya gahra ghrina ka ehsaas dilate hain. Manushyon aur jeev-jantuon dwara saha jata insanata ka sakshatkar, hamare pas daya aur karuna ki avashyakta ko stark dikhata hai????.",,,,,,,,,,,,,,,,
hopelessness,"Yudh ke parinaam mein, ek ashavadi bhavana duniya ko dhak leti hai. Fir bhi, iske andar, punarsthapit karne aur chikitsa karne ki ashayen hain, chunautiyon ke bawajood.???????????????????",,,,,,,,,,,,,,,,
resilience,"Duniya yudh samasya ne manavta aur prakriti ki sahansheelata ko parakh liya.????????????????? Tabahi ke bavajood, jeene aur punarsthapit karne ki samuhik ichha shakti ka prakatikaran hota hai.",,,,,,,,,,,,,,,,
frustration,"Yudh ke parinaam se asantosh ka echo hota hai. Tabahi ke samne shaktihin hone ka anubhav, hume prashna karne, samadhan khojne aur ek shant jivan ki or prayas karne ke liye badha karta hai.",,,,,,,,,,,,,,,,
gratitude,"Jivan bach gaye aur punarsthapit karne ka mauka mila ke liye krutagnata ka abhas hota hai. Har saans, chahe manav ho ya jeev-jantu, use qimati tohfa mana jata hai, sabhi jivanon ke atyant samvedana mein.",,,,,,,,,,,,,,,,
grief,"Dukh hazaron jindagiyon par ek chhaon dalta hai. Ek samuhik shok, jeev aur jeev-jantu dono ke liye, jo yudh ke kroortavyapurn parinaam mein ghaatak hue. ??????????????",,,,,,,,,,,,,,,,
empathy,"empathy ek prakashdoot ban jaata hai, jo manushyon aur prabhavit jeev-jantuon ke beech ek jodh banata hai. Ek saanjha samajh, jo jati simaon ko par karne wali hai.",,,,,,,,,,,,,,,,
compassion,"compassion yudh ke parinaam mein ek marga-darshan shakti ke roop mein ubhar aata hai. Ek awaaz, jo daya sirf hamare saathi manushyon ke liye hi nahin, balki hamare aas-paas ke dukh mein bhi daya bharne ka avasar deti hai.",,,,,,,,,,,,,,,,
hope,"Yeh sharam ka bhoj hai, jab hum sochte hain ki humare actions se kitni badi nuksan hui, ek nayi raah ki talash mein.",,,,,,,,,,,,,,,,
guilt,"World War ke baad, ek kiran umeed ki chamakti hai. Human spirit ka resilience, jo humein yeh batata hai ki ek behtar future mumkin hai.",,,,,,,,,,,,,,,,
disgust,"guilt, ek bhari bojh jo unke upar hai jo war ke time par kuch choices karte hain. Ek lamha jo aatma-chintan aur sudhar ki talash mein prerit karta hai????.",,,,,,,,,,,,,,,,
hopelessness,"War ke horrors se ek gehra nafrat mehsoos hota hai. Jo inhumanity ko dekhte hain, woh insaan aur janvar dono ke jeevan par gehra asar chhodta hai.???????????????????",,,,,,,,,,,,,,,,
resilience,"Vinash ke beech mein, ek vyapt sense of hopelessness. Par iske andar, resilience ke beej hain, jo humein yaad dilata hai ki andhere mein bhi ek naya savera mumkin hai.",,,,,,,,,,,,,,,,
frustration,"War ne test kiya human aur janvar communities ka resilience. Tab bhi, jab sab kuch barbaad ho gaya, jeene aur dobara banana ki ichha ne bhaari padaksha le liya.",,,,,,,,,,,,,,,,
guilt,Yudh ke karan desh ke liye kuch na kar paane ka gunaah mujhe hamesha khaayega. Lekin ab humein saath milke aage badhna hoga. ?? guiltTrip hopeForBetter,,,,,,,,,,,,,,,,
fear,"Yuddh ke bhay mein, ghar, vyapar, aur swasthya ka khona sir par chadha hua hai. ?? Ab samay hai shanti ke liye ek saamuhik awaz uthane ka.",,,,,,,,,,,,,,,,
fear,"Har din, yudh ke khatre se dil ghabrata hai. Apne sapno ka ant nahin dekhna chahte. ?? StopTheWar PrayForPeace",,,,,,,,,,,,,,,,
anger,"Yudh ke karan khoya gaya sab kuch, iske khilaf mera gussa anant hai. Humara desh, humara haq. ?? NoToWar",,,,,,,,,,,,,,,,
anger,"Aman chahte hain, nafrat nahi. Yudh ke atyachaaron se bhara hua dil gusse se bhar gaya hai. ?? AgainstInjustice NeverBackDown",,,,,,,,,,,,,,,,
sadness,"Yudh ne sab kuch le liya hai - ghar, vyapar, aur sukh. Aankhon mein aansu chhupa hua hai. ?? WarTfearsApart HumanityCries",,,,,,,,,,,,,,,,
sadness,"Har roj, yudh ke nuksan se dil toota hai. Pyari cheezein gayab ho rahi hain, aur dukh badh raha hai. ?? LossIsDeep Wargrief",,,,,,,,,,,,,,,,
